what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui",1252506003073
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1252506003106
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1252506003112
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1252506003205
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1252506003238
started,bundle,org.eclipse.mylyn.monitor.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.monitor.ui",1252506003280
started,bundle,org.eclipse.jsch.core,1.1.100.I20090430-0408,"org.eclipse.jsch.core",1252506003574
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1252506003575
started,bundle,org.eclipse.team.ui,3.5.0.I20090430-0408,"org.eclipse.team.ui",1252506003611
started,bundle,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console",1252506003650
started,bundle,org.eclipse.team.cvs.ui,3.3.200.I20090521-1750,"org.eclipse.team.cvs.ui",1252506004095
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506009802
activated,view,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.internal.introview",1252506009820
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506027649
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506035761
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506046690
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506049558
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506063640
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1252506067350
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1252506074443
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1252506074452
closed,view,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.internal.introview",1252506074491
started,bundle,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search",1252506079048
opened,view,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1252506079521
activated,view,org.eclipse.mylyn.tasks.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1252506079639
